"REF_DATE","GEO","VALUE"
"1981-07","Newfoundland and Labrador","575302"
"1981-07","Prince Edward Island","123551"
"1981-07","Nova Scotia","854871"
"1981-07","New Brunswick","706438"
"1981-07","Quebec","6547207"
"1981-07","Ontario","8812286"
"1981-07","Manitoba","1035545"
"1981-07","Saskatchewan","975759"
"1981-07","Alberta","2291104"
"1981-07","British Columbia","2826558"
"1981-07","Yukon","23880"
"1981-07","Northwest Territories including Nunavut","47414"
"1981-10","Canada","24920120"
"1981-10","Newfoundland and Labrador","575276"
"1981-10","Prince Edward Island","123496"
"1981-10","Nova Scotia","857038"
"1981-10","New Brunswick","706008"
"1981-10","Quebec","6558545"
"1981-10","Ontario","8846005"
"1981-10","Manitoba","1037183"
"1981-10","Saskatchewan","979469"
"1981-10","Alberta","2319715"
"1981-10","British Columbia","2845212"
"1981-10","Yukon","24120"
"1981-10","Northwest Territories including Nunavut","48053"
"1982-01","Canada","24979229"
"1982-01","Newfoundland and Labrador","573343"
"1982-01","Prince Edward Island","123335"
"1982-01","Nova Scotia","857469"
"1982-01","New Brunswick","705608"
"1982-01","Quebec","6565745"
"1982-01","Ontario","8865774"
"1982-01","Manitoba","1039300"
"1982-01","Saskatchewan","981559"
"1982-01","Alberta","2337458"
"1982-01","British Columbia","2857268"
"1982-01","Yukon","24302"
"1982-01","Northwest Territories including Nunavut","48068"
"1982-04","Canada","25042069"
"1982-04","Newfoundland and Labrador","573292"
"1982-04","Prince Edward Island","123225"
"1982-04","Nova Scotia","857592"
"1982-04","New Brunswick","706179"
"1982-04","Quebec","6572316"
"1982-04","Ontario","8892646"
"1982-04","Manitoba","1042251"
"1982-04","Saskatchewan","983744"
"1982-04","Alberta","2352042"
"1982-04","British Columbia","2865557"
"1982-04","Yukon","24571"
"1982-04","Northwest Territories including Nunavut","48654"
"1982-07","Canada","25116942"
"1982-07","Newfoundland and Labrador","573795"
"1982-07","Prince Edward Island","123588"
"1982-07","Nova Scotia","859038"
"1982-07","New Brunswick","707457"
"1982-07","Quebec","6580631"
"1982-07","Ontario","8920288"
"1982-07","Manitoba","1045224"
"1982-07","Saskatchewan","986582"
"1982-07","Alberta","2369827"
"1982-07","British Columbia","2876513"
"1982-07","Yukon","24668"
"1982-07","Northwest Territories including Nunavut","49331"
"1982-10","Canada","25193538"
"1982-10","Newfoundland and Labrador","575898"
"1982-10","Prince Edward Island","123919"
"1982-10","Nova Scotia","862255"
"1982-10","New Brunswick","709894"
"1982-10","Quebec","6584666"
"1982-10","Ontario","8957042"
"1982-10","Manitoba","1049816"
"1982-10","Saskatchewan","991621"
"1982-10","Alberta","2378405"
"1982-10","British Columbia","2885875"
"1982-10","Yukon","24320"
"1982-10","Northwest Territories including Nunavut","49827"
"1983-01","Canada","25242830"
"1983-01","Newfoundland and Labrador","576813"
"1983-01","Prince Edward Island","124181"
"1983-01","Nova Scotia","864117"
"1983-01","New Brunswick","711021"
"1983-01","Quebec","6588636"
"1983-01","Ontario","8982933"
"1983-01","Manitoba","1052538"
"1983-01","Saskatchewan","993810"
"1983-01","Alberta","2383354"
"1983-01","British Columbia","2891441"
"1983-01","Yukon","23838"
"1983-01","Northwest Territories including Nunavut","50148"
"1983-04","Canada","25300372"
"1983-04","Newfoundland and Labrador","577523"
"1983-04","Prince Edward Island","124479"
"1983-04","Nova Scotia","865796"
"1983-04","New Brunswick","712338"
"1983-04","Quebec","6595846"
"1983-04","Ontario","9010994"
"1983-04","Manitoba","1055586"
"1983-04","Saskatchewan","997100"
"1983-04","Alberta","2388090"
"1983-04","British Columbia","2898574"
"1983-04","Yukon","23702"
"1983-04","Northwest Territories including Nunavut","50344"
"1983-07","Canada","25366451"
"1983-07","Newfoundland and Labrador","579164"
"1983-07","Prince Edward Island","125102"
"1983-07","Nova Scotia","868289"
"1983-07","New Brunswick","714842"
"1983-07","Quebec","6602976"
"1983-07","Ontario","9039564"
"1983-07","Manitoba","1059752"
"1983-07","Saskatchewan","1001249"
"1983-07","Alberta","2393587"
"1983-07","British Columbia","2907502"
"1983-07","Yukon","23664"
"1983-07","Northwest Territories including Nunavut","50760"
"1983-10","Canada","25434150"
"1983-10","Newfoundland and Labrador","579603"
"1983-10","Prince Edward Island","125634"
"1983-10","Nova Scotia","872143"
"1983-10","New Brunswick","716531"
"1983-10","Quebec","6608417"
"1983-10","Ontario","9074145"
"1983-10","Manitoba","1063952"
"1983-10","Saskatchewan","1005175"
"1983-10","Alberta","2394239"
"1983-10","British Columbia","2919166"
"1983-10","Yukon","23760"
"1983-10","Northwest Territories including Nunavut","51385"
"1984-01","Canada","25482358"
"1984-01","Newfoundland and Labrador","579558"
"1984-01","Prince Edward Island","125906"
"1984-01","Nova Scotia","874076"
"1984-01","New Brunswick","717434"
"1984-01","Quebec","6613628"
"1984-01","Ontario","9100590"
"1984-01","Manitoba","1066222"
"1984-01","Saskatchewan","1007484"
"1984-01","Alberta","2394892"
"1984-01","British Columbia","2927258"
"1984-01","Yukon","23544"
"1984-01","Northwest Territories including Nunavut","51766"
"1984-04","Canada","25539861"
"1984-04","Newfoundland and Labrador","579810"
"1984-04","Prince Edward Island","126184"
"1984-04","Nova Scotia","875922"
"1984-04","New Brunswick","718627"
"1984-04","Quebec","6621748"
"1984-04","Ontario","9129833"
"1984-04","Manitoba","1069201"
"1984-04","Saskatchewan","1010840"
"1984-04","Alberta","2396706"
"1984-04","British Columbia","2935384"
"1984-04","Yukon","23603"
"1984-04","Northwest Territories including Nunavut","52003"
"1984-07","Canada","25607053"
"1984-07","Newfoundland and Labrador","580065"
"1984-07","Prince Edward Island","126563"
"1984-07","Nova Scotia","877471"
"1984-07","New Brunswick","720488"
"1984-07","Quebec","6631220"
"1984-07","Ontario","9167484"
"1984-07","Manitoba","1071810"
"1984-07","Saskatchewan","1014615"
"1984-07","Alberta","2393907"
"1984-07","British Columbia","2947181"
"1984-07","Yukon","23921"
"1984-07","Northwest Territories including Nunavut","52328"
"1984-10","Canada","25677668"
"1984-10","Newfoundland and Labrador","579356"
"1984-10","Prince Edward Island","126877"
"1984-10","Nova Scotia","881323"
"1984-10","New Brunswick","721509"
"1984-10","Quebec","6640276"
"1984-10","Ontario","9210346"
"1984-10","Manitoba","1075088"
"1984-10","Saskatchewan","1018785"
"1984-10","Alberta","2390913"
"1984-10","British Columbia","2956332"
"1984-10","Yukon","24168"
"1984-10","Northwest Territories including Nunavut","52695"
"1985-01","Canada","25721170"
"1985-01","Newfoundland and Labrador","579043"
"1985-01","Prince Edward Island","127330"
"1985-01","Nova Scotia","883012"
"1985-01","New Brunswick","721932"
"1985-01","Quebec","6645778"
"1985-01","Ontario","9230294"
"1985-01","Manitoba","1078327"
"1985-01","Saskatchewan","1020040"
"1985-01","Alberta","2395813"
"1985-01","British Columbia","2962108"
"1985-01","Yukon","24156"
"1985-01","Northwest Territories including Nunavut","53337"
"1985-04","Canada","25774717"
"1985-04","Newfoundland and Labrador","579320"
"1985-04","Prince Edward Island","127486"
"1985-04","Nova Scotia","884525"
"1985-04","New Brunswick","722406"
"1985-04","Quebec","6654729"
"1985-04","Ontario","9256175"
"1985-04","Manitoba","1081013"
"1985-04","Saskatchewan","1021914"
"1985-04","Alberta","2401499"
"1985-04","British Columbia","2967584"
"1985-04","Yukon","24245"
"1985-04","Northwest Territories including Nunavut","53821"
"1985-07","Canada","25842116"
"1985-07","Newfoundland and Labrador","579275"
"1985-07","Prince Edward Island","127619"
"1985-07","Nova Scotia","885848"
"1985-07","New Brunswick","723287"
"1985-07","Quebec","6665802"
"1985-07","Ontario","9294657"
"1985-07","Manitoba","1082495"
"1985-07","Saskatchewan","1024928"
"1985-07","Alberta","2404490"
"1985-07","British Columbia","2975131"
"1985-07","Yukon","24375"
"1985-07","Northwest Territories including Nunavut","54209"
"1985-10","Canada","25914797"
"1985-10","Newfoundland and Labrador","577784"
"1985-10","Prince Edward Island","127864"
"1985-10","Nova Scotia","887408"
"1985-10","New Brunswick","723955"
"1985-10","Quebec","6676959"
"1985-10","Ontario","9338435"
"1985-10","Manitoba","1085016"
"1985-10","Saskatchewan","1027418"
"1985-10","Alberta","2407001"
"1985-10","British Columbia","2984237"
"1985-10","Yukon","24458"
"1985-10","Northwest Territories including Nunavut","54262"
"1986-01","Canada","25962414"
"1986-01","Newfoundland and Labrador","577248"
"1986-01","Prince Edward Island","128256"
"1986-01","Nova Scotia","887435"
"1986-01","New Brunswick","724277"
"1986-01","Quebec","6684699"
"1986-01","Ontario","9362036"
"1986-01","Manitoba","1087851"
"1986-01","Saskatchewan","1027137"
"1986-01","Alberta","2415590"
"1986-01","British Columbia","2988964"
"1986-01","Yukon","24359"
"1986-01","Northwest Territories including Nunavut","54562"
"1986-04","Canada","26019615"
"1986-04","Newfoundland and Labrador","577105"
"1986-04","Prince Edward Island","128403"
"1986-04","Nova Scotia","888157"
"1986-04","New Brunswick","724432"
"1986-04","Quebec","6693133"
"1986-04","Ontario","9391784"
"1986-04","Manitoba","1090433"
"1986-04","Saskatchewan","1027812"
"1986-04","Alberta","2424950"
"1986-04","British Columbia","2994267"
"1986-04","Yukon","24364"
"1986-04","Northwest Territories including Nunavut","54775"
"1986-07","Canada","26100278"
"1986-07","Newfoundland and Labrador","576306"
"1986-07","Prince Edward Island","128436"
"1986-07","Nova Scotia","889087"
"1986-07","New Brunswick","725019"
"1986-07","Quebec","6708170"
"1986-07","Ontario","9437359"
"1986-07","Manitoba","1091552"
"1986-07","Saskatchewan","1028717"
"1986-07","Alberta","2432930"
"1986-07","British Columbia","3003621"
"1986-07","Yukon","24430"
"1986-07","Northwest Territories including Nunavut","54651"
"1986-10","Canada","26187639"
"1986-10","Newfoundland and Labrador","575396"
"1986-10","Prince Edward Island","128281"
"1986-10","Nova Scotia","891078"
"1986-10","New Brunswick","725304"
"1986-10","Quebec","6727250"
"1986-10","Ontario","9493289"
"1986-10","Manitoba","1092636"
"1986-10","Saskatchewan","1029554"
"1986-10","Alberta","2429949"
"1986-10","British Columbia","3015876"
"1986-10","Yukon","24782"
"1986-10","Northwest Territories including Nunavut","54244"
"1987-01","Canada","26256140"
"1987-01","Newfoundland and Labrador","575586"
"1987-01","Prince Edward Island","128429"
"1987-01","Nova Scotia","891424"
"1987-01","New Brunswick","725368"
"1987-01","Quebec","6745101"
"1987-01","Ontario","9531478"
"1987-01","Manitoba","1094659"
"1987-01","Saskatchewan","1029639"
"1987-01","Alberta","2432958"
"1987-01","British Columbia","3021900"
"1987-01","Yukon","25125"
"1987-01","Northwest Territories including Nunavut","54473"
"1987-04","Canada","26346370"
"1987-04","Newfoundland and Labrador","575802"
"1987-04","Prince Edward Island","128645"
"1987-04","Nova Scotia","891908"
"1987-04","New Brunswick","726566"
"1987-04","Quebec","6765059"
"1987-04","Ontario","9577947"
"1987-04","Manitoba","1097076"
"1987-04","Saskatchewan","1031336"
"1987-04","Alberta","2439074"
"1987-04","British Columbia","3032807"
"1987-04","Yukon","25386"
"1987-04","Northwest Territories including Nunavut","54764"
"1987-07","Canada","26446601"
"1987-07","Newfoundland and Labrador","575242"
"1987-07","Prince Edward Island","128641"
"1987-07","Nova Scotia","893606"
"1987-07","New Brunswick","727768"
"1987-07","Quebec","6781984"
"1987-07","Ontario","9637945"
"1987-07","Manitoba","1098373"
"1987-07","Saskatchewan","1032799"
"1987-07","Alberta","2440877"
"1987-07","British Columbia","3048651"
"1987-07","Yukon","25706"
"1987-07","Northwest Territories including Nunavut","55009"
"1987-10","Canada","26542370"
"1987-10","Newfoundland and Labrador","574094"
"1987-10","Prince Edward Island","128758"
"1987-10","Nova Scotia","894585"
"1987-10","New Brunswick","728100"
"1987-10","Quebec","6796640"
"1987-10","Ontario","9702789"
"1987-10","Manitoba","1098195"
"1987-10","Saskatchewan","1031995"
"1987-10","Alberta","2437537"
"1987-10","British Columbia","3068995"
"1987-10","Yukon","25808"
"1987-10","Northwest Territories including Nunavut","54874"
"1988-01","Canada","26602328"
"1988-01","Newfoundland and Labrador","574543"
"1988-01","Prince Edward Island","129152"
"1988-01","Nova Scotia","894600"
"1988-01","New Brunswick","728401"
"1988-01","Quebec","6805203"
"1988-01","Ontario","9735171"
"1988-01","Manitoba","1099782"
"1988-01","Saskatchewan","1029527"
"1988-01","Alberta","2443396"
"1988-01","British Columbia","3081368"
"1988-01","Yukon","25902"
"1988-01","Northwest Territories including Nunavut","55283"
"1988-04","Canada","26679165"
"1988-04","Newfoundland and Labrador","574912"
"1988-04","Prince Edward Island","129242"
"1988-04","Nova Scotia","895638"
"1988-04","New Brunswick","729079"
"1988-04","Quebec","6818248"
"1988-04","Ontario","9774964"
"1988-04","Manitoba","1101404"
"1988-04","Saskatchewan","1028590"
"1988-04","Alberta","2450646"
"1988-04","British Columbia","3094274"
"1988-04","Yukon","26335"
"1988-04","Northwest Territories including Nunavut","55833"
"1988-07","Canada","26791747"
"1988-07","Newfoundland and Labrador","574982"
"1988-07","Prince Edward Island","129289"
"1988-07","Nova Scotia","897216"
"1988-07","New Brunswick","730349"
"1988-07","Quebec","6837077"
"1988-07","Ontario","9838620"
"1988-07","Manitoba","1102152"
"1988-07","Saskatchewan","1028225"
"1988-07","Alberta","2456614"
"1988-07","British Columbia","3114761"
"1988-07","Yukon","26653"
"1988-07","Northwest Territories including Nunavut","55809"
"1988-10","Canada","26932655"
"1988-10","Newfoundland and Labrador","574645"
"1988-10","Prince Edward Island","129327"
"1988-10","Nova Scotia","899462"
"1988-10","New Brunswick","731671"
"1988-10","Quebec","6864044"
"1988-10","Ontario","9917210"
"1988-10","Manitoba","1101074"
"1988-10","Saskatchewan","1025453"
"1988-10","Alberta","2465242"
"1988-10","British Columbia","3141854"
"1988-10","Yukon","26582"
"1988-10","Northwest Territories including Nunavut","56091"
"1989-01","Canada","27032356"
"1989-01","Newfoundland and Labrador","575626"
"1989-01","Prince Edward Island","129984"
"1989-01","Nova Scotia","900270"
"1989-01","New Brunswick","732462"
"1989-01","Quebec","6882602"
"1989-01","Ontario","9969308"
"1989-01","Manitoba","1101544"
"1989-01","Saskatchewan","1021497"
"1989-01","Alberta","2477533"
"1989-01","British Columbia","3158092"
"1989-01","Yukon","26898"
"1989-01","Northwest Territories including Nunavut","56540"
"1989-04","Canada","27147776"
"1989-04","Newfoundland and Labrador","576458"
"1989-04","Prince Edward Island","130192"
"1989-04","Nova Scotia","901341"
"1989-04","New Brunswick","733872"
"1989-04","Quebec","6903228"
"1989-04","Ontario","10031922"
"1989-04","Manitoba","1102669"
"1989-04","Saskatchewan","1020302"
"1989-04","Alberta","2489032"
"1989-04","British Columbia","3174623"
"1989-04","Yukon","27053"
"1989-04","Northwest Territories including Nunavut","57084"
"1989-07","Canada","27276781"
"1989-07","Newfoundland and Labrador","576551"
"1989-07","Prince Edward Island","130153"
"1989-07","Nova Scotia","903841"
"1989-07","New Brunswick","735129"
"1989-07","Quebec","6925128"
"1989-07","Ontario","10103305"
"1989-07","Manitoba","1103792"
"1989-07","Saskatchewan","1019439"
"1989-07","Alberta","2498325"
"1989-07","British Columbia","3196725"
"1989-07","Yukon","27167"
"1989-07","Northwest Territories including Nunavut","57226"
"1989-10","Canada","27402695"
"1989-10","Newfoundland and Labrador","575594"
"1989-10","Prince Edward Island","129900"
"1989-10","Nova Scotia","906644"
"1989-10","New Brunswick","736352"
"1989-10","Quebec","6946945"
"1989-10","Ontario","10167642"
"1989-10","Manitoba","1102522"
"1989-10","Saskatchewan","1016043"
"1989-10","Alberta","2507203"
"1989-10","British Columbia","3229220"
"1989-10","Yukon","27197"
"1989-10","Northwest Territories including Nunavut","57433"
"1990-01","Canada","27463550"
"1990-01","Newfoundland and Labrador","576278"
"1990-01","Prince Edward Island","130336"
"1990-01","Nova Scotia","907394"
"1990-01","New Brunswick","737307"
"1990-01","Quebec","6955119"
"1990-01","Ontario","10189985"
"1990-01","Manitoba","1102752"
"1990-01","Saskatchewan","1011429"
"1990-01","Alberta","2520056"
"1990-01","British Columbia","3247419"
"1990-01","Yukon","27605"
"1990-01","Northwest Territories including Nunavut","57870"
"1990-04","Canada","27567161"
"1990-04","Newfoundland and Labrador","577167"
"1990-04","Prince Edward Island","130468"
"1990-04","Nova Scotia","908444"
"1990-04","New Brunswick","738744"
"1990-04","Quebec","6973762"
"1990-04","Ontario","10238884"
"1990-04","Manitoba","1103935"
"1990-04","Saskatchewan","1009952"
"1990-04","Alberta","2532621"
"1990-04","British Columbia","3266888"
"1990-04","Yukon","27824"
"1990-04","Northwest Territories including Nunavut","58472"
"1990-07","Canada","27691138"
"1990-07","Newfoundland and Labrador","577368"
"1990-07","Prince Edward Island","130404"
"1990-07","Nova Scotia","910451"
"1990-07","New Brunswick","740156"
"1990-07","Quebec","6996986"
"1990-07","Ontario","10295832"
"1990-07","Manitoba","1105421"
"1990-07","Saskatchewan","1007727"
"1990-07","Alberta","2547788"
"1990-07","British Columbia","3292111"
"1990-07","Yukon","27957"
"1990-07","Northwest Territories including Nunavut","58937"
"1990-10","Canada","27807591"
"1990-10","Newfoundland and Labrador","577113"
"1990-10","Prince Edward Island","130367"
"1990-10","Nova Scotia","911749"
"1990-10","New Brunswick","741981"
"1990-10","Quebec","7019039"
"1990-10","Ontario","10344678"
"1990-10","Manitoba","1105098"
"1990-10","Saskatchewan","1004214"
"1990-10","Alberta","2563142"
"1990-10","British Columbia","3322896"
"1990-10","Yukon","28023"
"1990-10","Northwest Territories including Nunavut","59291"
"1991-01","Canada","27854861"
"1991-01","Newfoundland and Labrador","577377"
"1991-01","Prince Edward Island","130477"
"1991-01","Nova Scotia","912792"
"1991-01","New Brunswick","743210"
"1991-01","Quebec","7026241"
"1991-01","Ontario","10355101"
"1991-01","Manitoba","1106196"
"1991-01","Saskatchewan","1002651"
"1991-01","Alberta","2572947"
"1991-01","British Columbia","3339935"
"1991-01","Yukon","28223"
"1991-01","Northwest Territories including Nunavut","59711"
"1991-04","Canada","27928837"
"1991-04","Newfoundland and Labrador","578397"
"1991-04","Prince Edward Island","130453"
"1991-04","Nova Scotia","912889"
"1991-04","New Brunswick","744203"
"1991-04","Quebec","7044395"
"1991-04","Ontario","10385937"
"1991-04","Manitoba","1107757"
"1991-04","Saskatchewan","1002876"
"1991-04","Alberta","2580625"
"1991-04","British Columbia","3352585"
"1991-04","Yukon","28494"
"1991-04","Northwest Territories including Nunavut","60226"
"1991-07","Canada","28037420"
"1991-07","Newfoundland and Labrador","579644"
"1991-07","Prince Edward Island","130369"
"1991-07","Nova Scotia","914969"
"1991-07","New Brunswick","745567"
"1991-07","Quebec","7067396"
"1991-07","Ontario","10431316"
"1991-07","Manitoba","1109604"
"1991-07","Saskatchewan","1002713"
"1991-07","Alberta","2592306"
"1991-07","British Columbia","3373787"
"1991-07","Yukon","28871"
"1991-07","Northwest Territories including Nunavut","60878"
"1991-07","Northwest Territories","38724"
"1991-07","Nunavut","22154"
"1991-10","Canada","28127327"
"1991-10","Newfoundland and Labrador","579549"
"1991-10","Prince Edward Island","130360"
"1991-10","Nova Scotia","916896"
"1991-10","New Brunswick","745886"
"1991-10","Quebec","7080336"
"1991-10","Ontario","10465562"
"1991-10","Manitoba","1109400"
"1991-10","Saskatchewan","1000942"
"1991-10","Alberta","2604031"
"1991-10","British Columbia","3404049"
"1991-10","Yukon","29142"
"1991-10","Northwest Territories","38854"
"1991-10","Nunavut","22320"
"1992-01","Canada","28181477"
"1992-01","Newfoundland and Labrador","579425"
"1992-01","Prince Edward Island","130604"
"1992-01","Nova Scotia","917302"
"1992-01","New Brunswick","746571"
"1992-01","Quebec","7082645"
"1992-01","Ontario","10488022"
"1992-01","Manitoba","1109978"
"1992-01","Saskatchewan","1001136"
"1992-01","Alberta","2611786"
"1992-01","British Columbia","3423217"
"1992-01","Yukon","29239"
"1992-01","Northwest Territories","39055"
"1992-01","Nunavut","22497"
"1992-04","Canada","28269699"
"1992-04","Newfoundland and Labrador","579761"
"1992-04","Prince Edward Island","130812"
"1992-04","Nova Scotia","917555"
"1992-04","New Brunswick","747232"
"1992-04","Quebec","7096705"
"1992-04","Ontario","10528346"
"1992-04","Manitoba","1111050"
"1992-04","Saskatchewan","1002831"
"1992-04","Alberta","2620771"
"1992-04","British Columbia","3443237"
"1992-04","Yukon","29510"
"1992-04","Northwest Territories","39230"
"1992-04","Nunavut","22659"
"1992-07","Canada","28371264"
"1992-07","Newfoundland and Labrador","580109"
"1992-07","Prince Edward Island","130827"
"1992-07","Nova Scotia","919451"
"1992-07","New Brunswick","748121"
"1992-07","Quebec","7110010"
"1992-07","Ontario","10572205"
"1992-07","Manitoba","1112689"
"1992-07","Saskatchewan","1003995"
"1992-07","Alberta","2632672"
"1992-07","British Columbia","3468802"
"1992-07","Yukon","30084"
"1992-07","Northwest Territories","39416"
"1992-07","Nunavut","22883"
"1992-10","Canada","28474177"
"1992-10","Newfoundland and Labrador","579624"
"1992-10","Prince Edward Island","131201"
"1992-10","Nova Scotia","921619"
"1992-10","New Brunswick","747746"
"1992-10","Quebec","7129062"
"1992-10","Ontario","10610665"
"1992-10","Manitoba","1113209"
"1992-10","Saskatchewan","1002960"
"1992-10","Alberta","2643421"
"1992-10","British Columbia","3502209"
"1992-10","Yukon","30034"
"1992-10","Northwest Territories","39422"
"1992-10","Nunavut","23005"
"1993-01","Canada","28533602"
"1993-01","Newfoundland and Labrador","580819"
"1993-01","Prince Edward Island","131564"
"1993-01","Nova Scotia","922128"
"1993-01","New Brunswick","747892"
"1993-01","Quebec","7137514"
"1993-01","Ontario","10629994"
"1993-01","Manitoba","1114180"
"1993-01","Saskatchewan","1003443"
"1993-01","Alberta","2650886"
"1993-01","British Columbia","3522509"
"1993-01","Yukon","29964"
"1993-01","Northwest Territories","39538"
"1993-01","Nunavut","23171"
"1993-04","Canada","28600864"
"1993-04","Newfoundland and Labrador","580369"
"1993-04","Prince Edward Island","131833"
"1993-04","Nova Scotia","922469"
"1993-04","New Brunswick","748320"
"1993-04","Quebec","7147047"
"1993-04","Ontario","10656924"
"1993-04","Manitoba","1115554"
"1993-04","Saskatchewan","1005037"
"1993-04","Alberta","2658293"
"1993-04","British Columbia","3541936"
"1993-04","Yukon","30112"
"1993-04","Northwest Territories","39649"
"1993-04","Nunavut","23321"
"1993-07","Canada","28684764"
"1993-07","Newfoundland and Labrador","579977"
"1993-07","Prince Edward Island","132177"
"1993-07","Nova Scotia","923925"
"1993-07","New Brunswick","748812"
"1993-07","Quebec","7156537"
"1993-07","Ontario","10690038"
"1993-07","Manitoba","1117618"
"1993-07","Saskatchewan","1006900"
"1993-07","Alberta","2667292"
"1993-07","British Columbia","3567772"
"1993-07","Yukon","30337"
"1993-07","Northwest Territories","39820"
"1993-07","Nunavut","23559"
"1993-10","Canada","28786619"
"1993-10","Newfoundland and Labrador","578194"
"1993-10","Prince Edward Island","132467"
"1993-10","Nova Scotia","925851"
"1993-10","New Brunswick","749454"
"1993-10","Quebec","7172016"
"1993-10","Ontario","10728737"
"1993-10","Manitoba","1118603"
"1993-10","Saskatchewan","1007016"
"1993-10","Alberta","2678623"
"1993-10","British Columbia","3601746"
"1993-10","Yukon","30016"
"1993-10","Northwest Territories","40095"
"1993-10","Nunavut","23801"
"1994-01","Canada","28835772"
"1994-01","Newfoundland and Labrador","577128"
"1994-01","Prince Edward Island","132752"
"1994-01","Nova Scotia","925852"
"1994-01","New Brunswick","749531"
"1994-01","Quebec","7177923"
"1994-01","Ontario","10744762"
"1994-01","Manitoba","1119284"
"1994-01","Saskatchewan","1007554"
"1994-01","Alberta","2683346"
"1994-01","British Columbia","3623717"
"1994-01","Yukon","29670"
"1994-01","Northwest Territories","40273"
"1994-01","Nunavut","23980"
"1994-04","Canada","28907448"
"1994-04","Newfoundland and Labrador","575670"
"1994-04","Prince Edward Island","133030"
"1994-04","Nova Scotia","926109"
"1994-04","New Brunswick","749473"
"1994-04","Quebec","7184599"
"1994-04","Ontario","10776819"
"1994-04","Manitoba","1120863"
"1994-04","Saskatchewan","1008540"
"1994-04","Alberta","2691443"
"1994-04","British Columbia","3646632"
"1994-04","Yukon","29682"
"1994-04","Northwest Territories","40383"
"1994-04","Nunavut","24205"
"1994-07","Canada","29000663"
"1994-07","Newfoundland and Labrador","574466"
"1994-07","Prince Edward Island","133437"
"1994-07","Nova Scotia","926871"
"1994-07","New Brunswick","750185"
"1994-07","Quebec","7192403"
"1994-07","Ontario","10819146"
"1994-07","Manitoba","1123230"
"1994-07","Saskatchewan","1009575"
"1994-07","Alberta","2700606"
"1994-07","British Columbia","3676075"
"1994-07","Yukon","29684"
"1994-07","Northwest Territories","40578"
"1994-07","Nunavut","24407"
"1994-10","Canada","29096372"
"1994-10","Newfoundland and Labrador","572068"
"1994-10","Prince Edward Island","133800"
"1994-10","Nova Scotia","927778"
"1994-10","New Brunswick","750670"
"1994-10","Quebec","7201106"
"1994-10","Ontario","10860406"
"1994-10","Manitoba","1124263"
"1994-10","Saskatchewan","1010784"
"1994-10","Alberta","2709011"
"1994-10","British Columbia","3711468"
"1994-10","Yukon","29606"
"1994-10","Northwest Territories","40875"
"1994-10","Nunavut","24537"
"1995-01","Canada","29141902"
"1995-01","Newfoundland and Labrador","570563"
"1995-01","Prince Edward Island","134060"
"1995-01","Nova Scotia","927395"
"1995-01","New Brunswick","750819"
"1995-01","Quebec","7205074"
"1995-01","Ontario","10875308"
"1995-01","Manitoba","1124947"
"1995-01","Saskatchewan","1011784"
"1995-01","Alberta","2715701"
"1995-01","British Columbia","3730564"
"1995-01","Yukon","29882"
"1995-01","Northwest Territories","41114"
"1995-01","Nunavut","24691"
"1995-04","Canada","29211541"
"1995-04","Newfoundland and Labrador","569068"
"1995-04","Prince Edward Island","134175"
"1995-04","Nova Scotia","927641"
"1995-04","New Brunswick","750692"
"1995-04","Quebec","7210305"
"1995-04","Ontario","10906895"
"1995-04","Manitoba","1127234"
"1995-04","Saskatchewan","1012795"
"1995-04","Alberta","2724946"
"1995-04","British Columbia","3751377"
"1995-04","Yukon","30143"
"1995-04","Northwest Territories","41407"
"1995-04","Nunavut","24863"
"1995-07","Canada","29302311"
"1995-07","Newfoundland and Labrador","567397"
"1995-07","Prince Edward Island","134415"
"1995-07","Nova Scotia","928120"
"1995-07","New Brunswick","750943"
"1995-07","Quebec","7219219"
"1995-07","Ontario","10950119"
"1995-07","Manitoba","1129150"
"1995-07","Saskatchewan","1014187"
"1995-07","Alberta","2734519"
"1995-07","British Columbia","3777390"
"1995-07","Yukon","30442"
"1995-07","Northwest Territories","41432"
"1995-07","Nunavut","24978"
"1995-10","Canada","29396274"
"1995-10","Newfoundland and Labrador","565008"
"1995-10","Prince Edward Island","134971"
"1995-10","Nova Scotia","930028"
"1995-10","New Brunswick","751174"
"1995-10","Quebec","7228600"
"1995-10","Ontario","10993416"
"1995-10","Manitoba","1129547"
"1995-10","Saskatchewan","1015349"
"1995-10","Alberta","2745255"
"1995-10","British Columbia","3805461"
"1995-10","Yukon","30875"
"1995-10","Northwest Territories","41470"
"1995-10","Nunavut","25120"
"1996-01","Canada","29446857"
"1996-01","Newfoundland and Labrador","563679"
"1996-01","Prince Edward Island","135119"
"1996-01","Nova Scotia","929782"
"1996-01","New Brunswick","751581"
"1996-01","Quebec","7232952"
"1996-01","Ontario","11009307"
"1996-01","Manitoba","1130288"
"1996-01","Saskatchewan","1016198"
"1996-01","Alberta","2753463"
"1996-01","British Columbia","3826739"
"1996-01","Yukon","30963"
"1996-01","Northwest Territories","41495"
"1996-01","Nunavut","25291"
"1996-04","Canada","29514217"
"1996-04","Newfoundland and Labrador","561646"
"1996-04","Prince Edward Island","135311"
"1996-04","Nova Scotia","929921"
"1996-04","New Brunswick","751872"
"1996-04","Quebec","7237307"
"1996-04","Ontario","11037392"
"1996-04","Manitoba","1132025"
"1996-04","Saskatchewan","1017872"
